word,similarity
(으)로_INS/JKB,1.0
오기__08/NNG,0.6732701998948496
버티/VV,0.6732701998948495
간하__01/VV,0.6720213694599511
털실/NNG,0.6610840155521253
짜__01/VV,0.6610840155521253
현순/NNP,0.6495893486673074
두드리/VV,0.642852478674323
되뇌/VV,0.641138593980221
짓찧/VV,0.641001189816528
풀__02/NNG,0.6410011898165279
스튜디오/NNG,0.6363223885382814
마이크/NNG,0.6363223885382813
넘기/VV,0.6363223885382813
놀라/VV,0.6319768758953442
간__01/NNG,0.6313870349551772
설탕/NNG,0.6313870349551772
약간/NNG,0.6313870349551772
끊임없이/MAG,0.6301923719478355
홍두깨/NNG,0.6301430053167437
내려찍/VV,0.6301430053167436
대들/VV,0.6267146445982295
해보/VV,0.6227471337401157
헹구/VV,0.6174316868179841
깨끗이/MAG,0.6174316868179841
번지__01/VV,0.6159754787671259
으스대/VV,0.6151218093323487
이슬/NNG,0.6124858933010258
뽐내/VV,0.6124858933010257
치장__01/NNG,0.6124858933010257
마음껏/MAG,0.6124858933010257
못내/MAG,0.6105721410319218
투덜대/VV,0.6104482899522866
새소리/NNG,0.6097158216483956
채소/NNG,0.604395428610959
피식/MAG,0.6032166305005173
돌멩이/NNG,0.60301118778945
으면서/EF,0.6014025232768476
실력__02/NNG,0.5992164944226771
겨루__01/VV,0.599216494422677
승부__03/NNG,0.599216494422677
훈계__01/NNG,0.59899439861852
낫__02/VA,0.59899439861852
입찬소리/NNG,0.59899439861852
편__04/NNB,0.59899439861852
정거장/NNG,0.5989419489223725
북적거리__01/VV,0.5989419489223724
메꾸/VV,0.5986653662546817
바탕/NNG,0.5986653662546816
초록색/NNG,0.5986653662546816
시험__03/NNG,0.5979487237614219
뽕나무/NNG,0.5979487237614218
표주박/NNG,0.5958788402726997
헤아리/VV,0.5954846718377944
무전기/NNG,0.5954285984137226
낮차/NNG,0.5951582456779724
어제/MAG,0.5951582456779724
진주/NNP,0.5949594668840623
다이얼/NNG,0.5949594668840623
혼잣속/NNG,0.5938083433118967
일본말/NNG,0.5935268804966255
구려/EF,0.5935268804966254
붙이/VV,0.5935268804966254
속삭이/VV,0.5923949758952851
논__01/NNG,0.588888629331488
사/VV,0.588888629331488
나른/XR,0.5881644882011001
물들/VV,0.587776860229982
건지/VV,0.5872395988939192
시신__02/NNG,0.5872395988939192
에잇/IC,0.5871861930044995
성/XSN,0.5871861930044995
이젤/NNG,0.5867469955597443
음양__02/NNG,0.586358437626964
몬/MAG,0.5858664837665554
입안엣소리/NNG,0.5848944172294848
임/NNP,0.5848944172294847
술상/NNG,0.5834626006520587
정성__11/NNG,0.583152111047005
심__01/VV,0.583152111047005
기쁨/NNG,0.583152111047005
치__12/NNG,0.5829166502729185
지르__02/VV,0.5826046789716243
늙은이/NNG,0.5821047404561174
안간힘/NNG,0.581193650547985
조끼__01/NNG,0.5807632305923609
잠기__01/VV,0.5805187742562193
장식장/NNG,0.5803708384300965
훑/VV,0.5803708384300965
다/EF,0.5800997444396446
페이지/NNG,0.5800535596675334
소개/NNG,0.5792413352301264
램프__01/NNG,0.579116189773092
찍__01/VV,0.576851070050181
끈/NNG,0.576622542841922
신형__02/NNG,0.5764738791249734
그랜저/NNG,0.5764738791249733
승부수/NNG,0.5764738791249733
진땀/NNG,0.5764314904205637
관성__02/NNG,0.576227870089617
먼젓번/NNG,0.5755535391871183
눈__04/NNG,0.5751553024480839
온누리/NNG,0.5751553024480839
과즙/NNG,0.5750691372212906
연하/VA,0.5750691372212905
똑똑히/MAG,0.5744183161689886
수증기/NNG,0.574260881594443
욕실/NNG,0.574260881594443
화두__04/NNG,0.5733366389870407
대__01/VV,0.5727123157211311
귀__01/NNG,0.5724033415009407
연이/NNP,0.5720741893815293
더군요/EF,0.5719279436772834
동전__05/NNG,0.5715179494749516
낫/VV,0.5715179494749516
과장__07/NNG,0.5712765233306047
뒤흔들/VV,0.5712402068436119
